FACSEX,FACETHN,FACNAT,FACRANK,EMPLOYM,SALARY,YRSTEACH,YRSUT,DEGREE,SAMPLE,REMIND,NSTUD,STUDRANK,STUDSEX,GRADE,GPA,SATISFY,RELIGION,PSD,ITEM13,ITEM14,ITEM15,ITEM16,ITEM17,ITEM18,ITEM19,ITEM20,ITEM21,ITEM22,ITEM23,ITEM24,ITEM25,ITEM26,ITEM27,ITEM28,ITEM29,ITEM30,ITEM31,ITEM32,ITEM33,ITEM34,ITEM35,ITEM36,ITEM37,ITEM38,ITEM39,ITEM40,ITEM41,ITEM42,ITEM43,ITEM44,ITEM45,ITEM46,ITEM47,ITEM48,ITEM49,ITEM50,ITEM51,ITEM52,RACE,SEXISM,RACISM,RPOLICY,CASTEMAN,COMPETEN,SENSITIV,CSTATUS
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,28,23,19,PH.D.,1,1,9,5,2,B,4.0-3.5 ,3,OTHER,3,5,5,5,4,4,4,4,4,4,3,5,5,3,1,1,3,2,3,2,3,2,2,3,2,2,3,2,2,3,3,3,4,4,4,3,3,3,3,3,3,4,2.615384615,2.625,2,2.5,4.6,3.8,5.16
FEMALE,BLACK,USCITIZEN,ASSISTANT PROF,100,26,5,2,PH.D.,1,1,13,1,1,A,2.99-2.50,5,PROTESTANT,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,2,3,1,4,1,2,5,1,1,1,3,1,2,5,5,1,4,2,1,4,3,2,2,2.384615385,1.375,1.5,4,5,5,4.17
FEMALE,BLACK,USCITIZEN,ASSISTANT PROF,100,26,5,2,PH.D.,1,1,13,1,2,A,3.49-3.0,3,OTHER,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,2,2,1,4,1,1,4,1,1,1,1,2,2,5,2,1,1,1,1,4,1,4,2,1.846153846,1.125,1.5,4,5,5,4.17
FEMALE,BLACK,USCITIZEN,ASSISTANT PROF,100,26,5,2,PH.D.,1,1,13,1,2,A,2.49-2.0,3,OTHER,3,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2,1,3,1,5,2,1,1,2,2,3,1,1,1,2,4,2,3,3,1,1,3,1,2,2,5,2,2.769230769,1.375,3,1.5,5,5,4.17
FEMALE,BLACK,USCITIZEN,ASSISTANT PROF,100,26,5,2,PH.D.,1,1,13,4,2,A,4.0-3.5 ,2,PROTESTANT,1,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,3,1,1,2,1,1,1,1,6,1.307692308,1.125,1.5,1,5,4.8,0
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,20,1,1,UNKNOWN,1,1,14,4,2,B,3.49-3.0,1,PROTESTANT,4,5,5,5,4,5,5,5,5,4,4,5,5,2,1,1,2,4,2,2,3,1,3,2,2,2,2,1,2,2,2,4,4,3,2,2,3,2,3,2,2,1,2.076923077,2,2.5,3,4.8,4.6,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,26,10,8,PH.D.,1,1,27,2,1,A,2.49-2.0,1,CATHOLIC,5,4,5,4,4,3,5,5,4,4,2,5,5,1,0,1,3,3,3,3,3,3,3,3,1,3,1,1,1,3,3,3,5,3,3,3,5,3,3,3,3,6,NA,2,NA,3,4,4,0
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,26,10,8,PH.D.,1,1,27,4,2,C,2.49-2.0,3,OTHER,4,5,4,5,5,4,3,3,4,2,2,4,3,2,2,1,2,4,1,2,2,2,2,2,2,2,1,2,1,2,2,4,4,3,2,3,4,2,2,2,2,2,2.307692308,1.5,3,2,4.6,2.8,4.17
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,26,10,8,PH.D.,1,1,27,3,2,B,2.99-2.50,1,NOT RELIGIOUS,2,5,5,5,5,4,4,3,5,5,3,4,5,3,1,1,2,4,2,3,2,1,1,1,1,3,1,1,1,2,1,3,2,2,1,2,3,1,2,2,2,1,1.923076923,1.375,2,1.5,4.8,4,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,26,10,8,PH.D.,1,1,27,3,2,B,3.49-3.0,1,PROTESTANT,3,5,5,5,5,5,5,4,5,5,3,5,4,2,3,3,4,4,4,4,2,3,4,3,4,3,3,2,4,2,3,2,5,4,3,2,4,1,4,3,2,1,2.846153846,3.375,2.5,4,5,4.4,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,26,15,2,M.A.,1,1,16,4,2,B,3.49-3.0,1,PROTESTANT,3,4,3,5,5,5,3,2,4,4,3,3,3,3,2,1,2,4,3,4,3,2,1,1,1,0,1,3,2,3,2,3,3,4,3,3,3,3,2,2,3,1,NA,2,2.5,1.5,4.4,3.2,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,26,15,2,M.A.,1,1,16,3,2,B,4.0-3.5 ,1,OTHER,2,5,5,5,5,5,5,4,4,3,4,5,4,1,1,1,1,1,1,2,5,1,1,1,1,3,1,1,1,1,1,3,3,5,2,2,2,2,1,2,1,1,1.769230769,1.625,2,1,5,4,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,26,15,2,M.A.,1,1,16,3,2,B,2.99-2.50,1,OTHER,2,4,4,4,4,4,4,4,3,3,4,4,5,1,1,1,3,1,3,2,3,1,1,2,1,3,1,1,1,2,3,1,2,3,3,3,1,3,3,2,2,1,2.153846154,2,1,2,4,3.6,7.03
MALE,HISPANIC,USCITIZEN,ASSOCIATE PROF,100,26,8,5,PH.D.,1,1,12,5,1,B,4.0-3.5 ,2,PROTESTANT,1,1,2,1,4,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.307692308,1,1,1,2,2.6,7.03
MALE,HISPANIC,USCITIZEN,ASSOCIATE PROF,100,26,8,5,PH.D.,1,1,12,5,1,A,4.0-3.5 ,1,CATHOLIC,2,5,5,5,5,5,4,5,4,3,2,4,4,1,1,5,3,4,3,3,2,3,4,3,2,3,2,3,4,3,2,2,2,2,3,2,2,2,1,2,1,3,2.384615385,3,1.5,2.5,5,3.6,3.52
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,31,-9,1,UNKNOWN,1,1,15,5,1,A,4.0-3.5 ,1,CATHOLIC,4,5,5,5,4,4,4,5,5,4,4,4,4,3,2,1,2,4,1,2,2,1,3,2,1,2,1,2,1,2,3,4,5,1,1,1,2,1,2,1,2,1,1.846153846,1.25,3,2.5,4.6,4.4,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,31,-9,1,UNKNOWN,1,1,15,5,1,A,4.0-3.5 ,1,NOT RELIGIOUS,3,4,4,4,2,0,3,4,4,4,4,3,3,2,2,2,3,4,3,2,3,2,2,3,2,4,2,2,2,3,3,3,3,4,3,3,3,3,3,3,4,1,3.076923077,2.5,2.5,2.5,NA,3.8,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,31,-9,1,UNKNOWN,1,1,15,5,2,B,4.0-3.5 ,3,PROTESTANT,4,3,4,4,3,4,2,5,5,3,3,2,2,2,2,2,3,4,2,2,4,3,3,3,2,2,2,3,2,2,2,5,3,3,2,3,5,2,5,2,3,1,2.538461538,2.375,3.5,4,3.6,3.6,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,31,-9,1,UNKNOWN,1,1,15,5,2,B,4.0-3.5 ,2,PROTESTANT,4,5,5,4,4,4,5,5,5,4,3,4,4,2,2,3,2,3,2,4,3,2,2,2,2,5,2,2,2,2,4,3,5,4,2,4,4,2,2,1,1,1,2.769230769,2.25,2.5,2,4.4,4.4,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,31,-9,1,UNKNOWN,1,1,15,5,1,A,4.0-3.5 ,3,CATHOLIC,4,5,4,5,4,4,5,4,5,4,4,5,4,4,2,1,3,4,3,3,2,2,2,2,2,4,2,2,1,2,2,3,4,2,2,2,2,2,3,2,3,1,2.461538462,2,2.5,2.5,4.4,4.4,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,31,-9,1,UNKNOWN,1,1,15,5,2,B,4.0-3.5 ,3,PROTESTANT,3,4,4,4,2,4,5,5,0,4,2,3,3,2,2,1,2,4,2,2,2,4,2,2,2,4,1,1,1,2,3,4,4,5,2,4,2,1,1,1,1,3,2.692307692,1.625,3,1.5,3.6,NA,3.52
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,31,-9,1,UNKNOWN,1,1,15,5,1,A,4.0-3.5 ,3,OTHER,2,3,3,4,3,3,5,5,5,5,5,3,3,3,2,1,1,3,3,3,3,1,1,2,1,3,1,1,1,3,3,2,3,2,3,2,2,2,2,3,2,1,2.384615385,1.75,2,1.5,3.2,5,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,20,3,1,C,3.49-3.0,1,OTHER,1,5,5,4,3,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1.153846154,1,1,1,4.4,4.4,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,20,3,2,B,2.99-2.50,1,PROTESTANT,1,4,4,4,4,4,5,5,4,5,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1.230769231,1,2,1,4,4.6,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,20,4,2,C,3.49-3.0,1,CATHOLIC,2,5,5,5,5,5,5,5,5,5,3,4,4,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,3,1.307692308,1.5,1.5,1,5,4.6,3.52
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,20,4,2,B,4.0-3.5 ,1,PROTESTANT,2,4,5,4,5,4,4,5,4,3,2,3,3,1,1,1,2,4,1,1,3,1,2,3,2,3,1,1,1,2,2,2,4,2,2,2,2,2,4,1,1,1,1.923076923,1.625,1.5,3,4.4,3.6,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,20,3,2,B,2.49-2.0,1,PROTESTANT,2,4,4,4,4,5,5,5,3,2,4,3,4,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,3,1,2,2,1,3,1,4,2,1.538461538,1,1.5,3,4.2,3.8,4.17
FEMALE,ASIAN,USCITIZEN,ASSISTANT PROF,100,25,5,0,PH.D.,1,1,15,2,1,B,3.49-3.0,2,NOT RELIGIOUS,3,5,5,5,5,4,4,3,5,4,2,4,3,4,2,1,2,2,1,2,2,2,2,2,2,3,2,1,1,2,2,3,2,2,1,2,3,1,2,2,2,6,2,1.5,2.5,2,4.8,3.6,0
FEMALE,ASIAN,USCITIZEN,ASSISTANT PROF,100,25,5,0,PH.D.,1,1,15,5,2,A,4.0-3.5 ,5,OTHER,1,5,3,5,4,4,4,5,5,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1.307692308,1,1.5,1,4.2,4.4,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,30,-9,0,UNKNOWN,1,1,7,3,2,B,4.0-3.5 ,1,PROTESTANT,2,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,3,2,2,1,4,3,2,4,3,2,3,1,1,3,5,4,2,1,3,1,4,1,3,0,2,2.625,2,4,4,4,0
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,30,-9,0,UNKNOWN,1,1,7,2,2,C,2.99-2.50,1,OTHER,4,4,5,5,5,5,5,5,5,3,2,4,3,2,1,1,2,4,2,4,1,2,2,3,3,5,2,4,3,5,2,3,5,5,3,3,5,1,5,4,1,1,3.076923077,2.125,2,3.5,4.8,4,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,30,-9,0,UNKNOWN,1,1,7,2,2,B,2.99-2.50,1,PROTESTANT,4,2,4,4,4,4,2,3,4,3,2,3,5,2,2,3,4,4,3,3,4,2,5,1,3,5,2,3,4,3,5,5,5,5,3,3,5,1,5,1,4,1,3,3.25,3.5,5,3.6,2.8,7.03
MALE,HISPANIC,FOREIGN,ASSISTANT PROF,100,31,-9,0,PH.D.,1,2,13,5,1,B,4.0-3.5 ,2,CATHOLIC,4,5,5,4,5,4,4,5,0,4,0,4,3,2,1,1,4,3,3,2,1,2,3,2,2,3,2,3,2,3,5,4,3,3,3,3,3,3,3,3,0,6,NA,2.25,2.5,3,4.6,NA,0
MALE,HISPANIC,FOREIGN,ASSISTANT PROF,100,31,-9,0,PH.D.,1,2,13,5,1,A,4.0-3.5 ,1,OTHER,4,4,4,4,4,3,5,5,5,3,4,3,3,1,4,1,3,4,2,4,0,0,1,1,1,5,1,1,1,1,1,3,5,1,2,1,3,3,3,5,0,6,NA,NA,3.5,2,3.8,4.4,0
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,-9,1,PH.D.,1,1,11,5,2,A,4.0-3.5 ,1,CATHOLIC,1,4,5,5,5,5,3,4,3,4,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,1,1,1,1,1,3,1.615384615,1,1,1,4.8,3.4,3.52
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,-9,1,PH.D.,1,1,11,5,2,A,3.49-3.0,1,PROTESTANT,2,5,5,5,4,4,4,3,4,3,3,1,4,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,3,2,2,1,3,1,1,0,1,1,NA,1.125,2,1,4.6,3.4,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,-9,1,PH.D.,1,1,11,5,2,A,4.0-3.5 ,1,OTHER,2,5,5,5,5,5,3,3,4,4,4,5,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,1,2,1,2,1,1.384615385,1.25,1.5,1.5,5,3.6,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,35,-9,1,PH.D.,1,1,11,5,2,A,4.0-3.5 ,1,PROTESTANT,2,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,2,1,1,0,1.692307692,1.5,1.5,2,5,5,0
MALE,ASIAN,FOREIGN,ASSISTANT PROF,100,38,-9,0,UNKNOWN,1,1,19,5,1,A,4.0-3.5 ,1,PROTESTANT,4,5,4,4,4,4,4,4,4,4,4,3,3,5,1,2,2,2,3,1,2,3,1,2,2,3,1,2,1,1,2,3,2,2,2,1,3,2,2,1,1,1,1.692307692,1.875,2,1.5,4.2,4,7.03
MALE,ASIAN,FOREIGN,ASSISTANT PROF,100,38,-9,0,UNKNOWN,1,1,19,5,0,B,4.0-3.5 ,1,NOT RELIGIOUS,0,4,3,4,4,3,4,5,5,0,0,3,3,4,2,2,3,0,3,0,0,1,1,3,1,2,1,0,1,3,3,5,3,2,3,3,0,3,3,3,3,6,NA,NA,3.5,2,3.6,NA,0
MALE,WHITE,USCITIZEN,FULL PROF,100,37,36,28,PH.D.,1,1,15,4,2,B,4.0-3.5 ,3,CATHOLIC,3,5,5,5,4,5,5,5,4,4,4,4,4,2,0,2,3,3,3,3,2,2,3,3,3,3,3,2,2,3,4,4,5,3,3,2,3,2,3,3,3,1,NA,2.625,NA,3,4.8,4.4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,37,36,28,PH.D.,1,1,15,4,1,B,2.99-2.50,1,CATHOLIC,3,4,5,5,4,4,5,5,3,4,3,4,4,2,2,1,1,2,1,4,2,1,1,2,2,2,1,2,1,2,3,2,4,2,1,1,1,1,2,2,2,3,2,1.25,2,1.5,4.4,4,3.52
MALE,WHITE,USCITIZEN,FULL PROF,100,37,36,28,PH.D.,1,1,15,4,2,A,2.99-2.50,2,PROTESTANT,4,4,5,4,4,4,5,4,4,4,5,5,4,3,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,3,3,4,1,2,1,3,1,2,2,2,1,1.538461538,1.5,2.5,1.5,4.2,4.4,7.03
FEMALE,WHITE,FOREIGN,ASSOCIATE PROF,100,27,9,5,PH.D.,1,1,11,5,2,A,4.0-3.5 ,1,PROTESTANT,4,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,3,2,3,3,3,1,4,3,3,4,3,2,2,3,3,4,5,5,3,4,3,2,4,3,3,1,2.923076923,2.625,3,4,5,5,7.03
FEMALE,WHITE,FOREIGN,ASSOCIATE PROF,100,27,9,5,PH.D.,1,1,11,5,2,A,4.0-3.5 ,1,OTHER,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,0,2,0,2,1,2,1,1,1,NA,1.375,2,1.5,5,5,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,12,12,PH.D.,1,1,15,3,2,D,2.99-2.50,1,JEWISH,3,5,5,5,5,5,5,5,5,5,4,5,4,1,1,2,3,1,3,4,3,3,4,3,1,3,1,2,1,3,2,3,3,3,3,3,4,3,5,3,3,1,2.692307692,2.125,2,4.5,5,4.8,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,12,12,PH.D.,1,1,15,4,2,B,2.99-2.50,1,JEWISH,0,5,5,5,4,5,5,5,4,5,4,1,2,2,3,1,2,3,2,4,1,4,3,2,2,3,2,2,2,2,4,2,3,2,2,3,2,1,1,2,3,6,2.769230769,1.75,2.5,2,4.8,4.6,0
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,12,12,PH.D.,1,1,15,4,1,C,4.0-3.5 ,5,OTHER,3,3,3,4,4,3,3,3,4,3,1,3,2,1,1,1,1,2,1,3,2,1,3,2,1,3,1,2,1,2,3,3,3,2,1,1,3,1,3,1,1,1,1.769230769,1.125,2,3,3.4,2.8,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,12,12,PH.D.,1,1,15,5,2,B,4.0-3.5 ,1,OTHER,3,5,5,5,4,5,4,4,5,5,4,5,5,1,1,1,1,3,1,3,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,4.8,4.4,0
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,12,12,PH.D.,1,1,15,5,1,B,4.0-3.5 ,1,PROTESTANT,2,5,5,5,5,5,4,4,5,4,4,4,3,3,2,2,2,4,3,3,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,4.2,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,38,28,-9,6,UNKNOWN,1,2,15,2,2,A,2.99-2.50,1,CATHOLIC,4,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,2,4,2,4,2,2,3,3,2,4,2,2,2,3,3,3,4,3,2,2,3,3,3,3,3,1,3.076923077,2,3,3,5,5,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,38,28,-9,6,UNKNOWN,1,2,15,2,2,A,3.49-3.0,1,PROTESTANT,2,5,5,5,5,5,5,5,5,3,4,3,3,2,1,1,1,2,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,2,1.769230769,1,1,1,5,4.4,4.17
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,8,7,PH.D.,1,1,7,3,1,A,2.99-2.50,1,OTHER,2,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,4,2,2,4,1,1,1,1,2,1,1,1,2,2,3,1,2,2,1,3,1,1,1,1,1,1.615384615,1.625,2,1,5,5,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,8,7,PH.D.,1,1,7,2,2,A,2.99-2.50,1,OTHER,4,5,5,5,5,5,5,4,4,5,5,5,5,1,2,2,2,3,1,4,2,2,2,1,2,1,1,1,3,1,3,4,3,2,2,2,2,2,2,1,1,1,1.923076923,1.875,3,2,5,4.6,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,8,7,PH.D.,1,1,7,2,1,B,3.49-3.0,1,PROTESTANT,3,5,5,5,5,4,5,4,4,5,4,5,5,2,1,1,1,3,1,3,2,3,1,3,1,3,1,1,3,2,1,4,2,3,2,3,1,1,1,1,1,1,2.153846154,1.5,2.5,1,4.8,4.4,7.03
FEMALE,WHITE,USCITIZEN,FULL PROF,50,41,30,25,PH.D.,1,1,6,4,1,C,3.49-3.0,2,PROTESTANT,2,5,5,5,5,5,5,5,4,5,5,5,4,3,1,1,2,3,2,3,3,1,2,2,2,3,1,2,1,1,3,3,2,2,2,2,3,2,3,2,3,1,2.153846154,1.75,2,2.5,5,4.8,7.03
FEMALE,WHITE,USCITIZEN,FULL PROF,50,41,30,25,PH.D.,1,1,6,3,1,B,3.49-3.0,1,PROTESTANT,3,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,3,2,2,1,2.307692308,1.875,3,3,5,5,7.03
FEMALE,WHITE,USCITIZEN,FULL PROF,50,41,30,25,PH.D.,1,1,6,4,1,C,4.0-3.5 ,2,CATHOLIC,3,4,4,5,4,5,5,5,5,4,4,4,3,2,2,2,3,3,2,4,3,2,3,4,2,5,2,3,1,2,3,4,5,4,2,4,3,2,3,4,3,1,3.230769231,2.125,3,3,4.4,4.6,7.03
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,32,10,5,PH.D.,1,1,13,5,1,B,3.49-3.0,5,OTHER,1,5,5,5,4,4,5,5,5,4,4,3,3,1,3,1,1,4,1,4,3,2,4,4,3,5,1,1,1,1,2,5,3,3,1,1,2,5,5,3,5,2,3.230769231,1.5,4,4.5,4.6,4.6,4.17
FEMALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,32,10,5,PH.D.,1,1,13,5,2,A,3.49-3.0,3,CATHOLIC,4,5,5,5,5,5,5,5,5,4,4,4,5,5,1,1,3,4,3,3,3,2,5,3,1,1,4,2,1,3,5,5,3,3,3,3,4,3,5,3,3,1,2.846153846,2.375,3,5,5,4.6,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,21,8,3,PH.D.,1,1,14,3,2,B,3.49-3.0,1,CATHOLIC,3,5,5,5,5,5,3,3,3,3,1,4,4,3,3,2,2,4,2,3,4,2,2,2,2,4,2,2,4,3,4,3,4,3,2,2,4,2,3,3,3,1,2.923076923,2.5,3,2.5,5,2.6,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,21,8,3,PH.D.,1,1,14,1,1,B,3.49-3.0,1,JEWISH,2,5,5,5,5,5,4,4,5,5,1,4,3,4,2,2,3,3,3,3,3,2,4,3,2,4,2,3,3,2,4,5,4,2,2,2,4,2,4,3,3,1,2.692307692,2.5,3.5,4,5,3.8,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,21,8,3,PH.D.,1,1,14,2,1,C,3.49-3.0,5,CATHOLIC,4,5,5,4,4,5,4,4,4,5,4,4,4,1,2,2,2,5,4,4,2,2,1,2,2,3,2,2,5,3,3,0,0,0,0,0,0,3,3,0,0,1,NA,NA,NA,2,4.6,4.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,26,16,PH.D.,1,1,16,5,1,B,2.49-2.0,3,OTHER,2,5,5,5,5,5,5,5,5,4,5,3,3,2,3,1,2,4,1,4,2,2,1,5,1,1,1,1,1,2,3,2,1,3,2,3,2,2,1,1,1,2,2.615384615,1.375,2.5,1,5,4.8,4.17
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,26,16,PH.D.,1,1,16,5,2,A,3.49-3.0,1,PROTESTANT,4,3,3,4,4,2,2,4,3,3,4,2,2,3,2,2,2,4,3,4,3,2,3,1,2,3,2,2,2,3,3,4,5,4,3,2,3,2,3,2,2,1,2.615384615,2.375,3,3,3.2,3.2,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,26,16,PH.D.,1,1,16,5,2,A,4.0-3.5 ,1,CATHOLIC,3,5,5,5,5,5,4,4,3,4,4,4,4,3,2,1,2,2,1,2,3,1,3,3,1,3,1,1,1,3,2,3,3,3,2,1,3,1,2,2,2,1,2.076923077,1.5,2.5,2.5,5,3.8,7.03
MALE,WHITE,USCITIZEN,ASSOCIATE PROF,100,29,26,16,PH.D.,1,1,16,5,2,B,4.0-3.5 ,1,CATHOLIC,3,4,3,3,5,3,1,1,3,3,2,2,2,2,1,1,1,3,2,2,2,1,1,1,1,2,2,1,1,1,2,3,3,4,2,2,3,2,2,1,1,3,1.769230769,1.5,2,1.5,3.6,2,3.52
FEMALE,WHITE,USCITIZEN,FULL PROF,50,41,30,25,PH.D.,1,1,9,4,2,B,3.49-3.0,3,CATHOLIC,4,4,4,3,4,3,2,3,4,2,2,2,4,4,3,2,2,4,3,4,2,4,4,3,2,4,2,3,2,2,3,3,5,3,3,2,2,3,3,3,2,6,3.076923077,2.25,3,3.5,3.6,2.6,0
FEMALE,WHITE,USCITIZEN,FULL PROF,50,41,30,25,PH.D.,1,1,9,4,1,B,2.99-2.50,1,PROTESTANT,3,5,5,5,5,4,4,5,5,4,4,3,3,1,1,1,3,4,2,4,1,1,3,2,1,3,1,1,1,2,1,1,5,3,2,2,2,2,3,2,2,1,2.230769231,1.5,1,3,4.8,4.4,7.03
FEMALE,HISPANIC,USCITIZEN,ASSISTANT PROF,100,24,8,5,PH.D.,1,1,14,3,2,C,2.49-2.0,1,OTHER,4,5,5,3,4,3,4,3,3,3,3,3,3,3,2,2,5,5,4,4,3,3,5,5,4,5,2,3,4,4,4,5,5,5,3,5,3,3,5,4,5,1,4.153846154,3.375,3.5,5,4,3.2,7.03
FEMALE,HISPANIC,USCITIZEN,ASSISTANT PROF,100,24,8,5,PH.D.,1,1,14,2,2,B,3.49-3.0,1,CATHOLIC,3,5,5,5,5,4,3,3,3,4,4,4,3,3,2,2,2,3,2,2,2,1,3,5,1,3,1,1,1,2,3,3,5,2,2,1,2,1,3,4,4,1,2.538461538,1.625,2.5,3,4.8,3.4,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,23,0,0,PH.D.,1,1,10,3,2,D,2.49-2.0,1,PROTESTANT,4,4,4,4,4,4,3,3,4,4,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2.846153846,3,3,3,4,3.4,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,23,9,9,B.A.,1,1,6,3,2,A,2.99-2.50,1,PROTESTANT,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,3,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,1,4.846153846,4.375,5,5,5,5,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,21,5,0,M.A.,1,1,23,1,1,B,3.49-3.0,1,OTHER,3,5,5,5,5,5,4,5,4,5,3,4,4,3,2,1,3,3,1,2,1,1,1,3,1,1,1,1,1,3,2,3,3,1,1,1,3,1,1,1,1,1,1.692307692,1.25,2.5,1,5,4.2,7.03
